Key,Item Type,Publication Year,Author,Title,SourceID,ConferenceID,Publication Title,ISBN,ISSN,DOI,Url,Publication Source,ISIC Section,ISIC Division,ISIC Group,ISIC Class,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Conference Name,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SR15,SR16,SSTOTAL,SRTOTAL,SAFETY CHECK SS2,SAFETY CHECK SS4,SAFETY CHECK SS8,SAFETY CHECK SR8,SAFETY CHECK SR10,SAFETY CHECK SR12,SAFETY CHECK SR15,Column1,Column2
8FYDFGES,conferencePaper,2020,"James, Scott; Raheb, Robert; Hudak, Allison",UAV Swarm Path Planning,,,2020 Integrated Communications Navigation and Surveillance Conference (ICNS),,,10.1109/ICNS50378.2020.9223005,,Conference,H,52,522,5223,"We present an algorithm for the modeling and management of groups of autonomous Unmanned Aerial Vehicles (UAV). The algorithm extends a previous work in which aircraft were considered individually. In this paper, we decompose the algorithm into two computational levels: one for the centralized control of groups of UAVs, or ""swarms"", and one modeling the distributed behavior of individual UAVs within these swarms. We examine a number of scenarios and compare the impact of communication latency on the intra-swarm and inter-swarm separations.",2020-09,5/4/2022 10:22,5/15/2022 20:57,,2G3-1-2G3-12,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2155-4951,,C:\Users\cfpgo\Zotero\storage\N982K4BP\9223005.html; C:\Users\cfpgo\Zotero\storage\7VB7GKAT\James et al. - 2020 - UAV Swarm Path Planning.pdf,,included,Computational modeling; Aircraft; Atmospheric modeling; Path planning; ATM; UTM; Autonomous aerial vehicles; Navigation; Surveillance; Swarm; UAV,,2020 Integrated Communications Navigation and Surveillance Conference (ICNS),NO,N/A,YES,N/A,N/A,YES,NO,N/A,NO,YES,NO,NO,NO,NO,NO,NO,YES,N/A,NO,N/A,YES,YES,NO,NO,N/A,NO,0.5,0.230769231,OK,OK,OK,OK,OK,OK,OK,,
MDAPFYBQ,journalArticle,2022,"Deng, Wu; Xu, Junjie; Zhao, Huimin; Song, Yingjie",A Novel Gate Resource Allocation Method Using Improved PSO-Based QEA,18378,,IEEE Transactions on Intelligent Transportation Systems,,1558-0016,10.1109/TITS.2020.3025796,,Journal,H,52,522,5223,"With the continuous and rapid growth of air traffic demand, gate resource becomes a major bottleneck restricting airport development. Rational gate allocation is regarded as one of the most important means to solve this bottleneck. In this paper, in order to comprehensively considere different stakeholders, a three-objective gate allocation model is to consider a wider scope, in which the minimizing passenger walking distances, the most balanced idle time of each gate and the best full use of large gate are optimized simultaneously to improve the practical efficiency. To efficiently solve this model, an improved quantum evolutionary algorithm (QEA) based on the niche co-evolution strategy and enhanced particle swarm optimization (PSO), namely IPOQEA is designed. An IPOQEA-based gate allocation method is proposed to allocate the flights to suitable gates within different periods. Finally, the actual operation data of Baiyun Airport is used to validate the effectiveness of the proposed method. Comparison results show that the constructed model can address the passenger walking distances, robustness and costs in airport management. Moreover, the IPOQEA has better optimization ability in solving gate allocation problem. Therefore, the proposed gate allocation method has great potential for practical engineering since it can easily make decisions for airport managers.",2022-03,5/4/2022 10:25,5/13/2022 21:03,,1737-1745,,3,23,,,,,,,,,,,,,,,IEEE Xplore,,Conference Name: IEEE Transactions on Intelligent Transportation Systems,,C:\Users\cfpgo\Zotero\storage\SD597D35\9210735.html; C:\Users\cfpgo\Zotero\storage\AVL4TNSW\Deng et al. - 2022 - A Novel Gate Resource Allocation Method Using Impr.pdf,,included,Optimization; Logic gates; Airports; Resource management; Statistics; Sociology; Atmospheric modeling; Gate allocation model; improved rotation gates; multi-objective; niche co-evolution strategy; PSO; QEA,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.6,OK,OK,OK,OK,OK,OK,OK,,
B7QM3W94,journalArticle,2019,"Ikeda, Kazuki; Nakamura, Yuma; Humble, Travis S.",Application of Quantum Annealing to Nurse Scheduling Problem,21100200805,,Scientific Reports,,,10.1038/s41598-019-49172-3,https://app.dimensions.ai/details/publication/pub.1120878833,Journal,Q,86,861,8610,"Quantum annealing is a promising heuristic method to solve combinatorial optimization problems, and efforts to quantify performance on real-world problems provide insights into how this approach may be best used in practice. We investigate the empirical performance of quantum annealing to solve the Nurse Scheduling Problem (NSP) with hard constraints using the D-Wave 2000Q quantum annealing device. NSP seeks the optimal assignment for a set of nurses to shifts under an accompanying set of constraints on schedule and personnel. After reducing NSP to a novel Ising-type Hamiltonian, we evaluate the solution quality obtained from the D-Wave 2000Q against the constraint requirements as well as the diversity of solutions. For the test problems explored here, our results indicate that quantum annealing recovers satisfying solutions for NSP and suggests the heuristic method is potentially achievable for practical use. Moreover, we observe that solution quality can be greatly improved through the use of reverse annealing, in which it is possible to refine returned results by using the annealing process a second time. We compare the performance of NSP using both forward and reverse annealing methods and describe how this approach might be used in practice.",2019,5/4/2022 10:49,5/16/2022 16:18,,12837,,1,9,,,,,,,,,,,,,,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
5VPSAUHF,journalArticle,2021,"Ruidas, Subhendu; Seikh, Mijanur Rahaman; Nayak, Prasun Kumar",A production inventory model with interval-valued carbon emission parameters under price-sensitive demand,18164,,Computers & Industrial Engineering,,0360-8352,10.1016/j.cie.2021.107154,https://www.sciencedirect.com/science/article/pii/S0360835221000589,Journal,M,70,701,7010,"As environmental pollution has become a serious problem in recent years, production firms have now shifted their attention to lower the carbon emission level along with their financial goal. Now, one major drawback of the available models is that they consider the amount of carbon emission associated with various inventory processes like setup process, production process, inventory holding process, etc. as fixed numbers. However, these quantities may not be fixed in reality due to several factors, like the condition of the carbon filtrating apparatus in the production firm, machine breakdown, quality of the raw material, nature of the fuel or energy used, etc. The parameters may vary in between some certain ranges. This paper aims at developing an imperfect production inventory model under the various carbon emission regulatory policies where the various carbon emission parameters are interval numbers. The various inventory cost parameters are also represented as interval numbers to reflect the practical situation. The demand of the product is assumed to be a linearly decreasing function of the selling price of the product. Also, the idea of a new inventory cost component, referred to as the ‘development cost’ is introduced. Four different policies- simple tax policy, cap and purchase policy, cap and reward policy and strictly under permitted cap policy are discussed, and based on those policies four different inventory models are developed. The Quantum behaved Particle Swarm Optimization(QPSO) algorithm has been applied to find the optimal profit of the manufacturer. The optimal profit obtained here is also an interval number which is quite realistic. The traditional fuzzy or probabilistic approach to represent impreciseness fails to find such kind of solution. A numerical example for every case has been given to illustrate the applicability of the models. Finally, sensitivity analysis of the optimal feasible solution due to variation in some key parameters has been provided with the key managerial insights.",2021-04-01,5/4/2022 11:21,5/18/2022 11:46,5/4/2022 11:21,107154,,,154,,Computers & Industrial Engineering,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\cfpgo\Zotero\storage\ISRLT4XK\Ruidas et al. - 2021 - A production inventory model with interval-valued .pdf,,included,Sustainable production; Imperfect production system; Interval number; Inventory model; Quantum behaved particle swarm optimization technique,,,NO,N/A,YES,N/A,N/A,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,N/A,YES,YES,YES,YES,YES,NO,N/A,NO,0.571428571,0.571428571,OK,OK,OK,OK,OK,OK,OK,,
8W6YGRSC,journalArticle,2021,"Shahrabi, E.; Hakimi, S.M.; Hasankhani, A.; Derakhshan, G.; Abdi, B.",Developing optimal energy management of energy hub in the presence of stochastic renewable energy resources,21100371258,,"Sustainable Energy, Grids and Networks",,,10.1016/j.segan.2020.100428,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099229897&doi=10.1016%2fj.segan.2020.100428&partnerID=40&md5=6ed16a65c9d451ad81753c0a11decab0,Journal,D,35,351,3510,,2021,5/4/2022 11:37,5/13/2022 22:07,,,,,26,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\VTY3GGMH\Shahrabi et al. - 2021 - Developing optimal energy management of energy hub.pdf,,included,Energy hub; Energy storage system; Optimal planning and scheduling; Renewable energy system,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
LZHGYAYW,journalArticle,2020,"Niu, W.-J.; Feng, Z.-K.; Chen, Y.-B.; Min, Y.-W.; Liu, S.; Li, B.-J.",Multireservoir system operation optimization by hybrid quantum-behaved particle swarm optimization and heuristic constraint handling technique,50089,,Journal of Hydrology,,,10.1016/j.jhydrol.2020.125477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090422676&doi=10.1016%2fj.jhydrol.2020.125477&partnerID=40&md5=c7687f9f2a873468c680f918113795ec,Journal,D,35,351,3510,,2020,5/4/2022 11:37,5/15/2022 20:11,,,,,590,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\EVTD55GU\Niu et al. - 2020 - Multireservoir system operation optimization by hy.pdf,,included,Quantum-behaved particle swarm optimization; Elite-guide strategy; Heuristic constraint handling technique; Multireservoir system operation optimization; Mutation operator,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
T7DJ3UAF,journalArticle,2020,"Chen, L.; Li, Z.; Zhang, Y.; Zhang, Y.",An improved quantum particle swarm photovoltaic multi-peak mPPT method combined with Lévy flight,21100817528,,Energy Science and Engineering,,,10.1002/ese3.790,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089871305&doi=10.1002%2fese3.790&partnerID=40&md5=191d48dfce66f6fda2220c4f45a53694,Journal,D,35,351,3510,,2020,5/4/2022 11:37,5/16/2022 14:48,,3980-3994,,11,8,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\6ZXSRIXN\Chen et al. - 2020 - An improved quantum particle swarm photovoltaic mu.pdf,,included,hyperparameter; Lévy flight; MPPT; partial shading; photovoltaic; quantum particle swarm optimization algorithm,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.6,OK,OK,OK,OK,OK,OK,OK,,
B8A3QEUS,journalArticle,2020,"Feng, Z.-K.; Niu, W.-J.; Tang, Z.-Y.; Jiang, Z.-Q.; Xu, Y.; Liu, Y.; Zhang, H.-R.",Monthly runoff time series prediction by variational mode decomposition and support vector machine based on quantum-behaved particle swarm optimization,50089,,Journal of Hydrology,,,10.1016/j.jhydrol.2020.124627,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078757694&doi=10.1016%2fj.jhydrol.2020.124627&partnerID=40&md5=c338003c62335fe67f04f7eb489751b1,Journal,E,36,360,3600,,2020,5/4/2022 11:38,5/16/2022 14:36,,,,,583,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\VYQP9NBE\Feng et al. - 2020 - Monthly runoff time series prediction by variation.pdf,,included,Decomposition and ensemble; Machine learning technique; Monthly runoff prediction; Swarm intelligence method; Three Gorges and Danjiangkou Reservoirs,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
2Z2M9L8X,journalArticle,2020,"Hu, H.; Yang, K.",Multiobjective Long-Term Generation Scheduling of Cascade Hydroelectricity System Using a Quantum-Behaved Particle Swarm Optimization Based on Decomposition,21100374601,,IEEE Access,,,10.1109/ACCESS.2020.2997864,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086315979&doi=10.1109%2fACCESS.2020.2997864&partnerID=40&md5=404e83b12923c8851d2ea204552b2b2d,Journal,D,35,351,3510,,2020,5/4/2022 11:38,5/16/2022 14:31,,100837-100856,,,8,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\Y4RPCVV7\9099848.html; C:\Users\cfpgo\Zotero\storage\GLGB7X7R\Hu and Yang - 2020 - Multiobjective Long-Term Generation Scheduling of .pdf,,included,Optimization; Reliability; Convergence; Statistics; Particle swarm optimization; Sociology; quantum-behaved particle swarm optimization; Hydroelectric power generation; Cascade hydroelectricity system; improved Tchebycheff decomposition; multiobjective long-term generation scheduling; normal cloud mutation,,,YES,YES,NO,YES,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.777777778,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
MXVUMVPM,conferencePaper,2021,"Henderson, Jessie M.; O’Malley, Daniel; Viswanathan, Hari S.",Interrogating the performance of quantum annealing for the solution of steady-state subsurface flow,,,2021 IEEE High Performance Extreme Computing Conference (HPEC),,,10.1109/HPEC49654.2021.9622819,,Conference,E,36,360,3600,"In the 1990s, the principles of quantum mechanics were leveraged to describe how discrete combinatorial optimization problems could be solved using a method called quantum annealing. D-Wave Systems, Inc. has since implemented commercial embodiments. We focus on the use of that hardware to solve discrete hydrologic inverse problems, which can become computationally intense at even moderate sizes. In particular, we interrogate whether contemporary quantum annealers with more qubits, lower noise, and reverse annealing features can improve performance. We find modest improvements in speed and accuracy are possible; however, those benefits are currently constrained to a regime of very rapid, approximate solutions on small meshes. As quantum annealers continue to improve, we expect further encroachment on the performance of classical numerical solvers.",2021-09,5/4/2022 11:58,5/18/2022 11:56,,1-6,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2643-1971,,C:\Users\cfpgo\Zotero\storage\6PTUDJEA\9622819.html; C:\Users\cfpgo\Zotero\storage\N3MJYDX2\Henderson et al. - 2021 - Interrogating the performance of quantum annealing.pdf,,included,Annealing; Quantum annealing; Computers; hydrology; Inverse problems; Hardware; Quantum mechanics; Qubit; D-Wave; quantum annealing; quantum mechanics; combinatorial optimization; 2000Q; Darcy’s law; low noise; reverse annealing,,2021 IEEE High Performance Extreme Computing Conference (HPEC),YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
VPHHH57M,conferencePaper,2021,"Martins, Luis; Rocha, Ana; Castro, Antonio",A QUBO Model to the Tail Assignment Problem:,,902,Proceedings of the 13th International Conference on Agents and Artificial Intelligence,978-989-758-484-8,,10.5220/0010259608990906,https://www.scitepress.org/DigitalLibrary/Link.aspx?doi=10.5220/0010259608990906,Conference,H,52,522,5223,,2021,5/4/2022 12:05,5/13/2022 22:48,5/4/2022 12:05,899-906,,,,,,A QUBO Model to the Tail Assignment Problem,,,,,SCITEPRESS - Science and Technology Publications,"Online Streaming, --- Select a Country ---",en,,,,,DOI.org (Crossref),,,,C:\Users\cfpgo\Zotero\storage\3CJTT9NE\Martins et al. - 2021 - A QUBO Model to the Tail Assignment Problem.pdf,,included,,,13th International Conference on Agents and Artificial Intelligence,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,N/A,NO,0.75,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
IQCXVEGE,journalArticle,2021,"Tian, J.; Yi, G.-W.; Fei, C.-W.; Zhou, J.; Ai, Y.-T.; Zhang, F.-L.",Quantum entropy-based hierarchical strategy for inter-shaft bearing fault detection,12246,,Structural Control and Health Monitoring,,,10.1002/stc.2839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113498046&doi=10.1002%2fstc.2839&partnerID=40&md5=2433821275d0d131c34458998103925f,Journal,G,45,452,4520,,2021,5/4/2022 12:06,5/13/2022 21:48,,,,12,28,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
D3BK8JSM,journalArticle,2020,"Guo, Y.; Tian, X.; Fang, G.; Xu, Y.-P.",Many-objective optimization with improved shuffled frog leaping algorithm for inter-basin water transfers,19627,,Advances in Water Resources,,,10.1016/j.advwatres.2020.103531,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079676442&doi=10.1016%2fj.advwatres.2020.103531&partnerID=40&md5=446a69f9340955652beda2a354f7e2a6,Journal,E,36,360,3600,,2020,5/4/2022 12:06,5/16/2022 14:32,,,,,138,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\SF8EGR6K\Guo et al. - 2020 - Many-objective optimization with improved shuffled.pdf,,included,AHP-Entropy method; Eastern Route of South-to-North Water Transfer Project; Inter-basin water transfers; Many-objective optimization; r-MQSFLA,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.875,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
56CNRGIT,journalArticle,2014,"Dai, H.; Yang, Y.; Li, H.; Li, C.",Bi-direction quantum crossover-based clonal selection algorithm and its applications,24201,,Expert Systems with Applications,,,10.1016/j.eswa.2014.05.053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904157651&doi=10.1016%2fj.eswa.2014.05.053&partnerID=40&md5=ddcfc21f4f66b3b2a2f441468db0e3b3,Journal,C,25,259,2592,,2014,5/4/2022 12:06,5/16/2022 22:23,,7248-7258,,16,41,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\2YPAZC3E\Dai et al. - 2014 - Bi-direction quantum crossover-based clonal select.pdf,,included,Traveling salesman problem; Multi-objective optimization; Bi-direction quantum crossover; Clonal selection algorithm; Holes machining path planning problem,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
L5T8MXBK,journalArticle,2021,"Liu, C.; Wu, W.-Z.; Xie, W.; Zhang, T.; Zhang, J.",Forecasting natural gas consumption of China by using a novel fractional grey model with time power term,21100389511,,Energy Reports,,,10.1016/j.egyr.2021.01.082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100273217&doi=10.1016%2fj.egyr.2021.01.082&partnerID=40&md5=30e1a63fa1aa1c702d649f0dd92ffeb7,Journal,D,35,352,3520,,2021,5/4/2022 12:22,5/18/2022 11:54,,788-797,,,7,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
AU4MUSKD,journalArticle,2020,"Lv, X.; Sun, Y.; Cao, S.; Dinavahi, V.",Event-triggered load frequency control for multi-area power systems based on Markov model: A global sliding mode control approach,5400152713,,"IET Generation, Transmission and Distribution",,,10.1049/iet-gtd.2020.0186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092589759&doi=10.1049%2fiet-gtd.2020.0186&partnerID=40&md5=67985855a7fd911641a9034b12ba9546,Journal,D,35,351,3510,,2020,5/4/2022 12:22,5/15/2022 20:13,,4878-4887,,21,14,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.444444444,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
8RBI6YYK,journalArticle,2020,"Vasant, P.; Mahdi, F.P.; Marmolejo-Saucedo, J.A.; Litvinchev, I.; Aguilar, R.R.; Watada, J.",Quantum-behaved bat algorithm for solving the economic load dispatch problem considering a valve-point effect,21100858129,,International Journal of Applied Metaheuristic Computing,,,10.4018/IJAMC.2020070102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103424487&doi=10.4018%2fIJAMC.2020070102&partnerID=40&md5=b0dc040dc2a3138cc5e97bd455cb5bd2,Journal,D,35,351,3510,,2020,5/4/2022 12:22,5/15/2022 19:59,,1-40,,3,11,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.666666667,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
U9KHIKXC,journalArticle,2019,"Li, B.; Hu, P.; Zhu, N.; Lei, F.; Xing, L.",Performance analysis and optimization of a CCHP-GSHP coupling system based on quantum genetic algorithm,19700194105,,Sustainable Cities and Society,,,10.1016/j.scs.2018.12.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060654775&doi=10.1016%2fj.scs.2018.12.036&partnerID=40&md5=d13fd1bd85c9ff7951cdc2da84f9afe7,Journal,F,43,432,4322,,2019,5/4/2022 12:22,5/16/2022 16:15,,,,,46,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
XUZ5I9ST,journalArticle,2018,"Huang, X.; Chen, J.; Yang, H.; Cao, Y.; Guan, W.; Huang, B.",Economic planning approach for electric vehicle charging stations integrating traffic and power grid constraints,5400152713,,"IET Generation, Transmission and Distribution",,,10.1049/iet-gtd.2018.5456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053631457&doi=10.1049%2fiet-gtd.2018.5456&partnerID=40&md5=cd73d547ced65a2186a796ed709845a5,Journal,C,27,271,2710,,2018,5/4/2022 12:22,5/16/2022 20:22,,3925-3934,,17,12,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
LIV9BDHU,journalArticle,2018,"Sun, H.; Sun, Q.; Luo, S.; Chen, Z.; Wu, W.; Tao, J.; He, Y.",In-flight compound homing methodology of parafoil delivery systems under multiple constraints,12507,,Aerospace Science and Technology,,,10.1016/j.ast.2018.04.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047779525&doi=10.1016%2fj.ast.2018.04.037&partnerID=40&md5=036012415e2f26ac0ea2d74cd531c4de,Journal,H,51,512,5120,,2018,5/4/2022 12:22,5/16/2022 18:59,,85-104,,,79,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
W83HRYBC,conferencePaper,2017,"Zhang, X.; Jiang, D.; Han, T.; Wang, N.",Feature dimension reduction method of rolling bearing based on quantum genetic algorithm,,,,,,10.1109/PHM.2016.7819923,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015658576&doi=10.1109%2fPHM.2016.7819923&partnerID=40&md5=03c19fd53c6e6e0a02d2489f49ae9983,Conference,G,45,452,4520,,2017,5/4/2022 12:23,5/16/2022 20:34,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"Proceedings of 2016 Prognostics and System Health Management Conference, PHM-Chengdu 2016",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
YU727DFL,journalArticle,2017,"Zhang, X.; Jiang, D.",Screw Remaining Life Prediction Based on Quantum Genetic Algorithm and Support Vector Machine,13511,,Shock and Vibration,,,10.1155/2017/9581379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014243086&doi=10.1155%2f2017%2f9581379&partnerID=40&md5=3bb96db9f9876081b62a2dfe4daa6b5c,Journal,C,33,331,3312,,2017,5/4/2022 12:23,5/16/2022 20:34,,,,,2017,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,NO,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.5,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
TWUNGGCM,journalArticle,2016,"Dahi, Z.A.E.M.; Mezioud, C.; Draa, A.",A quantum-inspired genetic algorithm for solving the antenna positioning problem,19900192513,,Swarm and Evolutionary Computation,,,10.1016/j.swevo.2016.06.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978880220&doi=10.1016%2fj.swevo.2016.06.003&partnerID=40&md5=407f00a8c6c2dcf677d2086de912f082,Journal,J,61,612,6120,,2016,5/4/2022 12:23,5/16/2022 21:33,,24-63,,,31,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.875,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
47758IDF,conferencePaper,2016,"Fen, W.; Min, L.; Gang, W.; Xu, J.; Ren, B.; Wang, G.",Fault diagnosis approach of gearbox based on Support Vector Machine with improved bi-layers quantum genetic optimization,,,,,,10.1109/URAI.2016.7734125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000702182&doi=10.1109%2fURAI.2016.7734125&partnerID=40&md5=a1916e10274409e5192d87e77e2a9880,Conference,C,33,331,3312,,2016,5/4/2022 12:23,5/16/2022 21:31,,997-1002,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"2016 13th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2016",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
NMHDNX4M,journalArticle,2016,"Zhu, K.; Gu, C.; Qiu, J.; Li, H.",The Analysis of the Concrete Gravity Dam's Foundation Uplift Pressure under the Function of Typhoon,13082,,Mathematical Problems in Engineering,,,10.1155/2016/2834192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966312213&doi=10.1155%2f2016%2f2834192&partnerID=40&md5=8b42ac8584c165d1699b01226e51dcf0,Journal,M,71,711,7110,,2016,5/4/2022 12:23,5/16/2022 21:02,,,,,2016,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
